TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T02925,2026-12-14,Cricket Bat,Sports,West,Online,1,19999,19999,Cash,C0405
T02926,2026-03-03,Tablet,Electronics,South,Offline,1,19999,19999,UPI,C0394
T02927,2026-07-25,T-Shirt,Clothing,East,Offline,2,2499,4998,Credit Card,C0751
T02928,2026-08-19,Dumbbell,Sports,West,Offline,5,1499,7495,Credit Card,C0336
T02929,2026-07-03,Bread,Grocery,East,Offline,2,499,998,Net Banking,C0282
T02930,2026-01-03,Laptop,Electronics,West,Offline,7,9999,69993,Net Banking,C0544
T02931,2026-03-09,Mixer,Home,West,Offline,6,299,1794,Credit Card,C0262
T02932,2026-06-16,Smartphone,Electronics,East,Offline,3,999,2997,UPI,C0789
T02933,2026-09-20,Tennis Racket,Sports,North,Online,8,999,7992,Cash,C0207
T02934,2026-09-28,Sugar,Grocery,South,Offline,7,199,1393,Net Banking,C0043
T02935,2026-02-02,Rice,Grocery,South,Online,4,2499,9996,Credit Card,C0275
T02936,2026-03-20,Dress,Clothing,South,Online,7,199,1393,Credit Card,C0749
T02937,2026-01-25,Tennis Racket,Sports,North,Offline,9,799,7191,UPI,C0218
T02938,2026-05-18,Football,Sports,North,Offline,10,2499,24990,Net Banking,C0590
T02939,2026-09-07,Jacket,Clothing,East,Online,6,499,2994,Cash,C0372
T02940,2026-07-19,Yoga Mat,Sports,East,Offline,9,199,1791,UPI,C0476
T02941,2026-04-15,Table,Home,North,Offline,8,999,7992,Net Banking,C0656
T02942,2026-11-24,Dress,Clothing,North,Offline,5,29999,149995,UPI,C0144
T02943,2026-12-03,Rice,Grocery,East,Offline,3,49999,149997,Cash,C0667
T02944,2026-01-23,T-Shirt,Clothing,South,Offline,6,9999,59994,Credit Card,C0626
T02945,2026-01-09,Milk,Grocery,North,Online,5,499,2495,UPI,C0578
T02946,2026-08-14,Oil,Grocery,West,Offline,5,9999,49995,Credit Card,C0625
T02947,2026-07-07,Headphones,Electronics,West,Offline,2,9999,19998,Cash,C0207
T02948,2026-01-02,Tennis Racket,Sports,East,Offline,3,19999,59997,Credit Card,C0109
T02949,2026-10-20,Milk,Grocery,South,Online,4,29999,119996,Net Banking,C0032
T02950,2026-11-26,Sofa,Home,East,Online,7,49999,349993,Net Banking,C0431
T02951,2026-09-04,Sofa,Home,West,Online,4,299,1196,UPI,C0394
T02952,2026-07-26,Dress,Clothing,North,Offline,4,29999,119996,UPI,C0543
T02953,2026-02-16,Sugar,Grocery,East,Online,9,499,4491,Net Banking,C0371
T02954,2026-06-24,Yoga Mat,Sports,North,Offline,7,19999,139993,Cash,C0242
T02955,2026-03-10,Milk,Grocery,West,Online,4,29999,119996,Net Banking,C0640
T02956,2026-09-15,Football,Sports,South,Offline,3,499,1497,UPI,C0037
T02957,2026-12-29,Bread,Grocery,West,Online,5,49999,249995,Credit Card,C0478
T02958,2026-08-17,Yoga Mat,Sports,West,Offline,5,299,1495,Net Banking,C0322
T02959,2026-06-10,Dress,Clothing,North,Offline,9,299,2691,Cash,C0474
T02960,2026-09-21,Headphones,Electronics,East,Offline,10,299,2990,UPI,C0572
T02961,2026-10-25,Chair,Home,West,Online,9,19999,179991,Net Banking,C0564
T02962,2026-04-18,Yoga Mat,Sports,West,Offline,9,9999,89991,Cash,C0538
T02963,2026-01-12,T-Shirt,Clothing,North,Online,8,2499,19992,Cash,C0608
T02964,2026-07-24,Smartphone,Electronics,North,Offline,2,29999,59998,UPI,C0561
T02965,2026-10-07,Smartphone,Electronics,West,Online,10,29999,299990,Cash,C0028
T02966,2026-11-29,Rice,Grocery,North,Online,7,2499,17493,UPI,C0466
T02967,2026-10-28,Jeans,Clothing,South,Offline,8,499,3992,Cash,C0230
T02968,2026-05-21,Dumbbell,Sports,West,Online,5,19999,99995,Cash,C0731
T02969,2026-06-11,Smartwatch,Electronics,West,Offline,8,1499,11992,Cash,C0196
T02970,2026-06-23,Table,Home,West,Online,1,4999,4999,UPI,C0785
T02971,2026-03-29,T-Shirt,Clothing,East,Online,6,1499,8994,Credit Card,C0451
T02972,2026-12-13,Headphones,Electronics,North,Offline,3,29999,89997,Cash,C0529
T02973,2026-05-21,Chair,Home,East,Online,1,999,999,UPI,C0079
T02974,2026-06-09,Headphones,Electronics,North,Online,8,199,1592,Cash,C0664
T02975,2026-06-15,Smartphone,Electronics,West,Online,7,9999,69993,Credit Card,C0643
T02976,2026-07-21,Tennis Racket,Sports,North,Offline,2,49999,99998,Net Banking,C0633
T02977,2026-08-17,Football,Sports,East,Offline,3,799,2397,Credit Card,C0437
T02978,2026-09-20,Chair,Home,East,Online,7,4999,34993,Cash,C0791
T02979,2026-08-05,Bread,Grocery,West,Online,1,299,299,Cash,C0628
T02980,2026-06-13,Milk,Grocery,South,Online,8,9999,79992,Credit Card,C0597
T02981,2026-09-13,Table,Home,South,Offline,3,19999,59997,Cash,C0107
T02982,2026-09-18,Sugar,Grocery,North,Online,4,49999,199996,UPI,C0340
T02983,2026-10-14,Chair,Home,South,Online,3,799,2397,Credit Card,C0093
T02984,2026-07-12,Mixer,Home,East,Online,9,1499,13491,Net Banking,C0399
T02985,2026-01-13,Milk,Grocery,West,Offline,5,999,4995,Credit Card,C0399
T02986,2026-04-01,Headphones,Electronics,East,Online,10,1499,14990,Net Banking,C0275
T02987,2026-11-09,Smartwatch,Electronics,North,Offline,2,4999,9998,UPI,C0166
T02988,2026-03-26,Tablet,Electronics,North,Offline,2,2499,4998,UPI,C0234
T02989,2026-06-03,Table,Home,North,Offline,7,49999,349993,Cash,C0711
T02990,2026-09-07,Bread,Grocery,South,Online,1,49999,49999,Net Banking,C0296
T02991,2026-12-07,Jeans,Clothing,West,Offline,1,499,499,UPI,C0589
T02992,2026-11-27,Dumbbell,Sports,South,Offline,3,299,897,Net Banking,C0464
T02993,2026-08-24,Tablet,Electronics,West,Offline,7,2499,17493,UPI,C0002
T02994,2026-03-13,Table,Home,South,Online,4,999,3996,Cash,C0132
T02995,2026-03-10,Jacket,Clothing,North,Online,10,19999,199990,Cash,C0743
T02996,2026-08-13,Sugar,Grocery,West,Offline,4,2499,9996,UPI,C0097
T02997,2026-08-31,Sugar,Grocery,South,Offline,2,1499,2998,Credit Card,C0414
T02998,2026-03-03,Chair,Home,South,Online,1,19999,19999,Cash,C0796
T02999,2026-06-29,Smartwatch,Electronics,East,Offline,5,2499,12495,Credit Card,C0144
T03000,2026-07-12,Laptop,Electronics,South,Offline,9,2499,22491,Cash,C0389
T03001,2026-04-22,Tablet,Electronics,West,Offline,10,1499,14990,Credit Card,C0597
T03002,2026-03-22,Shoes,Clothing,East,Online,8,2499,19992,Credit Card,C0623
T03003,2026-01-24,Smartphone,Electronics,North,Online,9,1499,13491,Credit Card,C0352
T03004,2026-02-02,Jacket,Clothing,East,Offline,5,29999,149995,Net Banking,C0145
T03005,2026-04-03,Tennis Racket,Sports,North,Offline,4,19999,79996,Net Banking,C0774
T03006,2026-05-04,T-Shirt,Clothing,East,Offline,5,1499,7495,UPI,C0383
T03007,2026-12-18,Bread,Grocery,South,Offline,10,799,7990,UPI,C0118
T03008,2026-05-14,Dumbbell,Sports,West,Offline,9,9999,89991,Cash,C0066
T03009,2026-03-10,Headphones,Electronics,East,Offline,1,19999,19999,Cash,C0452
T03010,2026-09-11,Oil,Grocery,South,Online,2,9999,19998,Credit Card,C0515
T03011,2026-01-27,Laptop,Electronics,South,Online,9,4999,44991,Credit Card,C0212
T03012,2026-10-26,Headphones,Electronics,East,Online,2,299,598,Net Banking,C0493
T03013,2026-10-01,Milk,Grocery,West,Online,2,199,398,Net Banking,C0100
T03014,2026-01-24,Dumbbell,Sports,West,Offline,9,1499,13491,Cash,C0339
T03015,2026-08-21,Smartwatch,Electronics,North,Online,9,29999,269991,Net Banking,C0593
T03016,2026-12-03,Jeans,Clothing,East,Online,2,1499,2998,Cash,C0013
T03017,2026-07-26,Laptop,Electronics,North,Online,3,799,2397,Net Banking,C0344
T03018,2026-11-28,Mixer,Home,South,Offline,6,499,2994,UPI,C0099
T03019,2026-05-29,T-Shirt,Clothing,West,Online,7,2499,17493,UPI,C0323
T03020,2026-02-08,Chair,Home,South,Online,10,19999,199990,UPI,C0412
T03021,2026-08-06,Jeans,Clothing,South,Online,9,499,4491,Cash,C0285
T03022,2026-01-20,Headphones,Electronics,South,Online,4,19999,79996,Cash,C0049
T03023,2026-07-10,Milk,Grocery,North,Online,1,299,299,UPI,C0777
T03024,2026-04-17,Sofa,Home,South,Online,5,799,3995,Cash,C0234
T03025,2026-11-25,Jacket,Clothing,West,Online,3,9999,29997,Cash,C0163
T03026,2026-05-05,Yoga Mat,Sports,East,Offline,6,2499,14994,Cash,C0222
T03027,2026-06-05,Dress,Clothing,East,Offline,7,999,6993,Net Banking,C0006
T03028,2026-03-30,Sofa,Home,West,Online,9,2499,22491,Credit Card,C0179
T03029,2026-01-28,Yoga Mat,Sports,West,Offline,4,2499,9996,Cash,C0284
T03030,2026-12-05,Tennis Racket,Sports,West,Online,6,499,2994,Credit Card,C0415
T03031,2026-02-17,Microwave,Home,East,Offline,7,2499,17493,UPI,C0274
T03032,2026-09-07,Milk,Grocery,North,Offline,6,799,4794,Net Banking,C0308
T03033,2026-02-23,Table,Home,South,Offline,6,799,4794,Credit Card,C0164
T03034,2026-05-28,Bread,Grocery,East,Online,7,2499,17493,Credit Card,C0214
T03035,2026-10-15,Dumbbell,Sports,East,Online,3,29999,89997,Cash,C0297
T03036,2026-04-14,Oil,Grocery,East,Online,10,499,4990,Credit Card,C0487
T03037,2026-02-11,Shoes,Clothing,South,Offline,7,799,5593,Credit Card,C0218
T03038,2026-12-04,Table,Home,West,Online,9,1499,13491,UPI,C0423
T03039,2026-02-21,Sugar,Grocery,West,Online,3,999,2997,UPI,C0426
T03040,2026-02-19,Microwave,Home,North,Offline,9,299,2691,Cash,C0712
T03041,2026-08-25,Laptop,Electronics,West,Online,4,199,796,Net Banking,C0134
T03042,2026-07-14,Smartwatch,Electronics,North,Offline,3,199,597,Net Banking,C0494
T03043,2026-10-11,Tablet,Electronics,East,Online,3,2499,7497,UPI,C0135
T03044,2026-03-04,Table,Home,East,Offline,4,19999,79996,Net Banking,C0189
T03045,2026-06-15,Microwave,Home,South,Offline,10,29999,299990,Credit Card,C0353
T03046,2026-07-27,Jeans,Clothing,West,Online,10,299,2990,Credit Card,C0012
T03047,2026-04-21,Sugar,Grocery,North,Online,5,9999,49995,Cash,C0658
T03048,2026-07-31,Bread,Grocery,North,Offline,10,4999,49990,Net Banking,C0689
T03049,2026-01-14,Sugar,Grocery,East,Online,4,799,3196,UPI,C0034
T03050,2026-02-23,Rice,Grocery,North,Online,3,1499,4497,Net Banking,C0795
T03051,2026-05-07,Tennis Racket,Sports,North,Online,5,49999,249995,Cash,C0232
T03052,2026-04-29,Chair,Home,West,Offline,4,4999,19996,Cash,C0703
T03053,2026-05-21,Football,Sports,East,Online,5,199,995,UPI,C0073
T03054,2026-08-11,Sugar,Grocery,North,Offline,4,199,796,UPI,C0107
T03055,2026-07-25,Headphones,Electronics,North,Online,10,29999,299990,UPI,C0320
T03056,2026-12-02,T-Shirt,Clothing,West,Offline,3,9999,29997,UPI,C0414
T03057,2026-10-06,Laptop,Electronics,North,Online,10,19999,199990,Credit Card,C0148
T03058,2026-03-04,Jacket,Clothing,East,Offline,9,49999,449991,Credit Card,C0160
T03059,2026-01-31,Jacket,Clothing,West,Online,4,299,1196,Net Banking,C0580
T03060,2026-12-10,Smartwatch,Electronics,South,Offline,10,299,2990,UPI,C0082
T03061,2026-06-15,Rice,Grocery,North,Online,2,4999,9998,Cash,C0723
T03062,2026-02-20,Yoga Mat,Sports,East,Offline,1,499,499,UPI,C0166
T03063,2026-09-24,Football,Sports,North,Online,5,299,1495,Net Banking,C0648
T03064,2026-06-03,Microwave,Home,North,Online,8,49999,399992,Net Banking,C0488
T03065,2026-09-19,Table,Home,West,Online,7,999,6993,UPI,C0245
T03066,2026-10-11,Laptop,Electronics,North,Offline,8,999,7992,UPI,C0592
T03067,2026-05-27,Jeans,Clothing,East,Offline,3,299,897,UPI,C0078
T03068,2026-12-30,T-Shirt,Clothing,East,Online,6,799,4794,Net Banking,C0612
T03069,2026-12-06,Milk,Grocery,West,Offline,7,299,2093,Credit Card,C0346
T03070,2026-03-27,Microwave,Home,East,Online,8,49999,399992,UPI,C0143
T03071,2026-11-21,Chair,Home,North,Offline,8,49999,399992,Credit Card,C0534
T03072,2026-09-27,Table,Home,East,Online,7,19999,139993,UPI,C0032
T03073,2026-07-09,Tablet,Electronics,West,Offline,6,2499,14994,Net Banking,C0214
T03074,2026-07-07,Sofa,Home,South,Offline,5,499,2495,UPI,C0467
T03075,2026-03-21,Oil,Grocery,East,Offline,3,29999,89997,Credit Card,C0027
T03076,2026-05-13,Rice,Grocery,North,Online,8,199,1592,Credit Card,C0670
T03077,2026-05-21,Smartphone,Electronics,West,Online,1,2499,2499,Credit Card,C0042
T03078,2026-12-25,Dumbbell,Sports,North,Offline,2,199,398,Net Banking,C0555
T03079,2026-11-03,Headphones,Electronics,South,Online,2,4999,9998,UPI,C0484
T03080,2026-07-28,Jeans,Clothing,North,Online,9,49999,449991,Credit Card,C0676
T03081,2026-03-24,Jeans,Clothing,South,Online,3,9999,29997,Cash,C0570
T03082,2026-03-21,Mixer,Home,West,Offline,9,999,8991,Cash,C0539
T03083,2026-04-09,Sofa,Home,East,Online,10,19999,199990,UPI,C0280
T03084,2026-02-17,Tablet,Electronics,North,Online,5,4999,24995,Credit Card,C0105
T03085,2026-12-27,Smartphone,Electronics,North,Offline,6,29999,179994,Cash,C0327
T03086,2026-08-15,Jeans,Clothing,South,Online,9,19999,179991,Net Banking,C0297
T03087,2026-03-02,Table,Home,West,Online,9,199,1791,UPI,C0131
T03088,2026-10-04,Laptop,Electronics,North,Offline,1,999,999,Credit Card,C0249
T03089,2026-06-04,Tablet,Electronics,North,Offline,6,499,2994,Credit Card,C0481
T03090,2026-10-12,Oil,Grocery,South,Online,5,49999,249995,Cash,C0088
T03091,2026-11-25,Tennis Racket,Sports,North,Offline,10,799,7990,Cash,C0775
T03092,2026-06-26,Sugar,Grocery,South,Offline,1,29999,29999,UPI,C0684
T03093,2026-03-16,Smartphone,Electronics,West,Offline,10,49999,499990,Cash,C0738
T03094,2026-07-26,Tennis Racket,Sports,East,Offline,1,1499,1499,Credit Card,C0505
T03095,2026-07-10,Tennis Racket,Sports,North,Offline,5,49999,249995,Cash,C0590
T03096,2026-01-01,Sugar,Grocery,North,Offline,7,19999,139993,Credit Card,C0157
T03097,2026-09-24,Tennis Racket,Sports,West,Online,7,199,1393,UPI,C0398
T03098,2026-06-19,Oil,Grocery,West,Offline,4,799,3196,Credit Card,C0455
T03099,2026-01-23,Smartwatch,Electronics,West,Offline,6,499,2994,UPI,C0229
T03100,2026-08-03,Football,Sports,North,Online,5,19999,99995,Credit Card,C0226
T03101,2026-11-22,Tablet,Electronics,West,Offline,5,799,3995,Cash,C0656
T03102,2026-11-10,Bread,Grocery,West,Offline,5,999,4995,Cash,C0331
T03103,2026-01-05,Yoga Mat,Sports,South,Offline,3,799,2397,Cash,C0218
T03104,2026-06-04,Football,Sports,North,Offline,1,999,999,Cash,C0316
T03105,2026-02-26,Chair,Home,North,Offline,4,2499,9996,Credit Card,C0323
T03106,2026-08-23,Sofa,Home,South,Offline,1,2499,2499,Net Banking,C0016
T03107,2026-03-25,Microwave,Home,North,Online,6,4999,29994,Cash,C0227
T03108,2026-12-03,Dress,Clothing,East,Offline,6,29999,179994,Cash,C0228
T03109,2026-02-12,Sofa,Home,West,Online,3,9999,29997,UPI,C0287
T03110,2026-01-11,Dress,Clothing,South,Online,7,2499,17493,Net Banking,C0162
T03111,2026-02-20,Bread,Grocery,South,Online,3,19999,59997,UPI,C0310
T03112,2026-02-14,Oil,Grocery,North,Offline,9,499,4491,Cash,C0605
T03113,2026-04-01,Oil,Grocery,West,Online,10,799,7990,Net Banking,C0227
T03114,2026-03-06,Mixer,Home,South,Online,4,299,1196,UPI,C0310
T03115,2026-09-30,Mixer,Home,North,Offline,3,499,1497,UPI,C0688
T03116,2026-10-27,Laptop,Electronics,South,Online,10,799,7990,Credit Card,C0634
T03117,2026-04-26,Sugar,Grocery,North,Online,8,299,2392,UPI,C0662
T03118,2026-01-12,Dress,Clothing,North,Offline,6,2499,14994,Cash,C0189
T03119,2026-06-24,Bread,Grocery,East,Offline,8,299,2392,Credit Card,C0003
T03120,2026-08-19,Tennis Racket,Sports,North,Offline,3,799,2397,Credit Card,C0745
T03121,2026-04-22,Jeans,Clothing,West,Offline,2,2499,4998,UPI,C0292
T03122,2026-06-19,Bread,Grocery,East,Online,8,49999,399992,Net Banking,C0014
T03123,2026-03-02,Yoga Mat,Sports,North,Online,6,799,4794,Net Banking,C0511
T03124,2026-08-08,Oil,Grocery,East,Online,6,199,1194,Net Banking,C0664
T03125,2026-08-03,Smartphone,Electronics,South,Online,1,19999,19999,Credit Card,C0489
T03126,2026-10-08,Smartwatch,Electronics,North,Online,2,49999,99998,Cash,C0252
T03127,2026-02-05,Smartwatch,Electronics,West,Online,8,29999,239992,Net Banking,C0645
T03128,2026-09-02,Milk,Grocery,South,Online,6,799,4794,Cash,C0701
T03129,2026-09-06,Tablet,Electronics,South,Online,6,19999,119994,Cash,C0388
T03130,2026-11-22,Yoga Mat,Sports,West,Online,9,1499,13491,Net Banking,C0086
T03131,2026-02-12,Microwave,Home,South,Online,10,999,9990,UPI,C0030
T03132,2026-05-06,Bread,Grocery,South,Online,4,19999,79996,UPI,C0213
T03133,2026-03-15,Table,Home,West,Offline,6,19999,119994,Cash,C0130
T03134,2026-09-03,Yoga Mat,Sports,South,Offline,2,4999,9998,Net Banking,C0351
T03135,2026-10-19,Headphones,Electronics,South,Online,4,9999,39996,UPI,C0101
T03136,2026-05-21,Smartwatch,Electronics,West,Offline,6,499,2994,Credit Card,C0189
T03137,2026-08-09,Milk,Grocery,South,Offline,6,299,1794,Cash,C0287
T03138,2026-06-11,Microwave,Home,East,Offline,4,4999,19996,Credit Card,C0770
T03139,2026-07-17,Dumbbell,Sports,West,Offline,7,999,6993,Net Banking,C0164
T03140,2026-03-26,Sofa,Home,East,Online,5,49999,249995,UPI,C0315
T03141,2026-07-28,Jacket,Clothing,South,Offline,1,2499,2499,Credit Card,C0393
T03142,2026-10-01,Mixer,Home,North,Offline,3,29999,89997,Cash,C0769
T03143,2026-08-18,Oil,Grocery,South,Offline,3,19999,59997,UPI,C0629
T03144,2026-08-14,Cricket Bat,Sports,East,Online,5,29999,149995,UPI,C0135
T03145,2026-10-22,Headphones,Electronics,East,Online,7,29999,209993,Cash,C0151
T03146,2026-04-11,Table,Home,North,Offline,8,9999,79992,Credit Card,C0505
T03147,2026-10-18,Milk,Grocery,East,Online,6,299,1794,Net Banking,C0025
T03148,2026-04-15,Dress,Clothing,North,Offline,9,499,4491,Net Banking,C0569
T03149,2026-12-15,Jeans,Clothing,South,Online,4,4999,19996,Credit Card,C0325
T03150,2026-02-02,Oil,Grocery,West,Online,7,49999,349993,Net Banking,C0202
T03151,2026-07-28,Jeans,Clothing,South,Online,9,2499,22491,UPI,C0069
T03152,2026-03-12,T-Shirt,Clothing,East,Offline,1,49999,49999,Cash,C0398
T03153,2026-05-10,Cricket Bat,Sports,West,Offline,4,799,3196,Net Banking,C0024
T03154,2026-09-18,Dress,Clothing,West,Online,10,2499,24990,Cash,C0391
T03155,2026-01-05,Chair,Home,West,Online,10,999,9990,UPI,C0576
T03156,2026-07-09,Bread,Grocery,North,Online,10,49999,499990,Cash,C0150
T03157,2026-05-14,Yoga Mat,Sports,South,Offline,2,19999,39998,UPI,C0669
T03158,2026-01-01,Laptop,Electronics,West,Online,6,999,5994,Net Banking,C0354
T03159,2026-09-29,Tablet,Electronics,North,Offline,1,799,799,Credit Card,C0654
T03160,2026-02-04,Headphones,Electronics,South,Online,1,999,999,Credit Card,C0416
T03161,2026-07-17,Yoga Mat,Sports,South,Offline,2,29999,59998,Cash,C0535
T03162,2026-11-21,Headphones,Electronics,South,Offline,9,29999,269991,Credit Card,C0470
T03163,2026-06-13,Sofa,Home,North,Online,1,799,799,UPI,C0413
T03164,2026-09-22,Table,Home,North,Offline,5,4999,24995,Net Banking,C0563
T03165,2026-05-15,Laptop,Electronics,South,Offline,10,199,1990,UPI,C0415
T03166,2026-11-07,Tennis Racket,Sports,North,Offline,4,4999,19996,UPI,C0110
T03167,2026-07-07,Dumbbell,Sports,West,Online,7,9999,69993,UPI,C0583
T03168,2026-10-20,Oil,Grocery,South,Online,8,1499,11992,Cash,C0424
T03169,2026-02-03,Rice,Grocery,East,Online,6,199,1194,Credit Card,C0195
T03170,2026-05-11,Sofa,Home,East,Offline,2,19999,39998,Credit Card,C0451
T03171,2026-12-28,Dress,Clothing,East,Online,6,799,4794,Cash,C0593
T03172,2026-12-02,Tennis Racket,Sports,South,Offline,3,999,2997,Net Banking,C0676
T03173,2026-03-14,Smartwatch,Electronics,North,Online,8,1499,11992,Credit Card,C0553
T03174,2026-05-18,Oil,Grocery,South,Online,9,4999,44991,Cash,C0007
T03175,2026-03-19,Yoga Mat,Sports,West,Online,4,499,1996,Net Banking,C0773
T03176,2026-07-16,Sugar,Grocery,South,Offline,9,29999,269991,Credit Card,C0072
T03177,2026-11-23,Mixer,Home,South,Offline,3,1499,4497,Credit Card,C0437
T03178,2026-02-24,T-Shirt,Clothing,South,Online,9,4999,44991,Net Banking,C0129
T03179,2026-01-05,Milk,Grocery,South,Offline,9,49999,449991,Net Banking,C0481
T03180,2026-08-22,Laptop,Electronics,South,Offline,9,999,8991,Cash,C0710
T03181,2026-09-04,Dumbbell,Sports,North,Online,4,199,796,Net Banking,C0085
T03182,2026-03-16,Laptop,Electronics,East,Online,3,49999,149997,Cash,C0303
T03183,2026-12-12,Table,Home,North,Offline,4,29999,119996,Net Banking,C0709
T03184,2026-12-06,Oil,Grocery,West,Online,2,19999,39998,Net Banking,C0111
T03185,2026-07-12,Sofa,Home,West,Offline,7,1499,10493,Net Banking,C0417
T03186,2026-06-01,Tablet,Electronics,West,Online,10,49999,499990,Cash,C0295
T03187,2026-05-17,Laptop,Electronics,East,Online,10,49999,499990,Cash,C0289
T03188,2026-03-12,Bread,Grocery,South,Online,4,4999,19996,Cash,C0091
T03189,2026-10-24,Headphones,Electronics,North,Offline,4,19999,79996,UPI,C0371
T03190,2026-12-21,Table,Home,North,Online,4,2499,9996,Credit Card,C0505
T03191,2026-11-24,Football,Sports,North,Online,2,1499,2998,UPI,C0071
T03192,2026-07-23,Shoes,Clothing,North,Online,1,199,199,Net Banking,C0358
T03193,2026-10-14,Cricket Bat,Sports,East,Offline,5,4999,24995,Cash,C0226
T03194,2026-06-13,Sofa,Home,South,Offline,9,49999,449991,Net Banking,C0092
T03195,2026-11-04,T-Shirt,Clothing,West,Offline,5,19999,99995,UPI,C0259
T03196,2026-07-16,Dress,Clothing,West,Offline,7,29999,209993,Cash,C0160
T03197,2026-01-12,T-Shirt,Clothing,South,Offline,8,49999,399992,Net Banking,C0374
T03198,2026-03-16,Cricket Bat,Sports,East,Offline,5,2499,12495,Cash,C0738
T03199,2026-09-13,Jacket,Clothing,North,Online,1,199,199,UPI,C0560
T03200,2026-07-20,Laptop,Electronics,West,Online,5,29999,149995,Credit Card,C0089
T03201,2026-10-29,Tablet,Electronics,South,Online,6,999,5994,Net Banking,C0118
T03202,2026-07-25,T-Shirt,Clothing,East,Offline,4,799,3196,Cash,C0391
T03203,2026-11-03,T-Shirt,Clothing,North,Online,2,199,398,UPI,C0539
T03204,2026-11-01,Cricket Bat,Sports,West,Online,2,9999,19998,UPI,C0318
T03205,2026-09-30,Smartphone,Electronics,South,Offline,9,29999,269991,Credit Card,C0067
T03206,2026-06-21,Tennis Racket,Sports,North,Online,3,19999,59997,UPI,C0269
T03207,2026-12-28,Shoes,Clothing,North,Online,7,2499,17493,Net Banking,C0404
T03208,2026-03-29,Football,Sports,South,Online,9,299,2691,Net Banking,C0533
T03209,2026-02-04,Sofa,Home,East,Offline,5,4999,24995,UPI,C0356
T03210,2026-04-23,Laptop,Electronics,South,Online,1,1499,1499,UPI,C0628
T03211,2026-08-10,Milk,Grocery,East,Online,10,4999,49990,UPI,C0572
T03212,2026-10-27,Headphones,Electronics,West,Online,3,29999,89997,Net Banking,C0418
T03213,2026-07-02,Laptop,Electronics,West,Offline,7,4999,34993,UPI,C0522
T03214,2026-09-11,Oil,Grocery,South,Offline,3,29999,89997,Cash,C0443
T03215,2026-10-06,Yoga Mat,Sports,West,Online,1,299,299,Net Banking,C0412
T03216,2026-03-30,Cricket Bat,Sports,West,Offline,3,2499,7497,Net Banking,C0528
T03217,2026-12-20,Football,Sports,South,Offline,10,49999,499990,Net Banking,C0088
T03218,2026-07-22,Microwave,Home,North,Offline,3,9999,29997,Credit Card,C0595
T03219,2026-10-26,Jacket,Clothing,North,Online,10,9999,99990,Credit Card,C0350
T03220,2026-11-15,Oil,Grocery,West,Offline,8,499,3992,Net Banking,C0390
T03221,2026-06-01,Tablet,Electronics,East,Online,4,9999,39996,Credit Card,C0031
T03222,2026-02-07,Mixer,Home,West,Offline,8,299,2392,Net Banking,C0565
T03223,2026-10-26,Dress,Clothing,East,Offline,2,499,998,Credit Card,C0096
T03224,2026-10-01,Dumbbell,Sports,North,Offline,2,29999,59998,Net Banking,C0041
T03225,2026-01-29,Mixer,Home,South,Offline,1,49999,49999,Credit Card,C0609
T03226,2026-12-27,Dress,Clothing,West,Offline,8,9999,79992,Net Banking,C0051
T03227,2026-11-17,T-Shirt,Clothing,South,Online,3,19999,59997,UPI,C0105
T03228,2026-03-18,Mixer,Home,West,Online,2,29999,59998,Net Banking,C0282
T03229,2026-03-29,Football,Sports,East,Online,7,29999,209993,Cash,C0166
T03230,2026-04-27,Shoes,Clothing,North,Online,10,799,7990,Net Banking,C0173
T03231,2026-01-22,Smartwatch,Electronics,South,Offline,4,199,796,Cash,C0395
T03232,2026-11-30,Milk,Grocery,West,Offline,5,49999,249995,Cash,C0481
T03233,2026-11-22,Mixer,Home,North,Offline,6,4999,29994,Credit Card,C0401
T03234,2026-12-06,Yoga Mat,Sports,West,Offline,7,29999,209993,UPI,C0738
T03235,2026-07-14,Dumbbell,Sports,East,Offline,4,1499,5996,Credit Card,C0225
T03236,2026-05-11,Mixer,Home,West,Offline,5,2499,12495,Credit Card,C0527
T03237,2026-04-12,Sofa,Home,South,Offline,4,999,3996,Net Banking,C0646
T03238,2026-03-23,Oil,Grocery,West,Offline,4,2499,9996,Credit Card,C0247
T03239,2026-03-20,Smartwatch,Electronics,West,Online,8,1499,11992,Credit Card,C0250
T03240,2026-03-23,Sugar,Grocery,East,Offline,9,799,7191,Cash,C0747
T03241,2026-08-09,Yoga Mat,Sports,East,Online,9,199,1791,Credit Card,C0327
T03242,2026-01-31,Mixer,Home,East,Offline,10,499,4990,Net Banking,C0170
T03243,2026-01-05,Smartwatch,Electronics,South,Online,4,999,3996,UPI,C0714
T03244,2026-08-28,Milk,Grocery,East,Offline,8,499,3992,Credit Card,C0683
T03245,2026-11-18,Smartphone,Electronics,North,Offline,9,199,1791,Cash,C0344
T03246,2026-10-14,Mixer,Home,South,Online,6,199,1194,Credit Card,C0352
T03247,2026-01-12,Dress,Clothing,South,Offline,2,999,1998,Cash,C0067
T03248,2026-03-13,Sugar,Grocery,South,Online,5,29999,149995,Net Banking,C0636
T03249,2026-06-19,T-Shirt,Clothing,South,Online,2,299,598,Credit Card,C0590
T03250,2026-01-15,Microwave,Home,South,Offline,7,1499,10493,Credit Card,C0153
